gender,age,name,counts_pictures,counts_profileVisits,counts_kisses,flirtInterests_chat,flirtInterests_friends,flirtInterests_date,connectedToFacebook,isVIP,isVerified,lastOnline,lastOnlineTs,lang_count,lang_fr,lang_en,lang_de,lang_it,lang_es,lang_pt,city,locationCity,locationCitySub,userInfo_visitDate,counts_details,crypt,isFlirtstar,isNew,hasBirthday,isHighlighted,distance,locked,isMobile,isOnline,whazzup,userId,pictureId,isSystemProfile
F,19,Lyn,16,29916,1725,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,25/04/2015 23:42,1430005364,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Singen (Hohentwiel),Zürich,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,172,FALSE,TRUE,FALSE,Schreib Deutsch und nicht Schweizisch verstehe nur : urjkefh wjkehrijafkhewrukf Ja ?,52626c50140ba0584f98b00b,551eeaa3160ba0b3368b45f3,FALSE
F,24,gaaelle,11,17097,1188,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,08/04/2015 9:37,1428485822,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Rumilly,Rumilly,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,91.69999694824219,FALSE,TRUE,FALSE,🙈🙉🙊,52652128140ba06b11a31973,551f6ad71a0ba079148b4a1b,FALSE
F,20,Aylin,5,3501,106,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,07/04/2015 8:31,1428395463,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galmiz,Aarberg,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,75.59999847,FALSE,TRUE,FALSE,I'm a crazy girl 🎀✨,5267a6fc1a0ba0bb6241f14f,5267a700140ba02d42e42713,FALSE
F,23,Clem,9,2642,104,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,26/04/2015 10:28,1430044101,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Marsannay-la-Côte,Marsannay-la-Côte,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,150,FALSE,TRUE,FALSE,,526a6914180ba0c85db1cb38,5474da23150ba068378b48ae,FALSE
F,21,zyn,4,9386,245,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,08/04/2015 12:54,1428497653,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Freiburg im Breisgau,Freiburg im Breisgau,,,0.7699999809265137,FALSE,FALSE,FALSE,FALSE,FALSE,188,FALSE,TRUE,FALSE,,526d6c9e1b0ba02c5d186378,5517051cc96da18a738b49c3,FALSE
F,21,partymaus93,16,5954,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,08/04/2015 14:32,1428503576,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Heuweiler,Heuweiler,,,0.7699999809265137,FALSE,FALSE,FALSE,FALSE,FALSE,196,FALSE,TRUE,FALSE,...,52704ab0c66da1345f94e0ed,5502ed69cb6da13a5e8b4877,FALSE
F,23,Bella18,0,4362,217,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,06/04/2015 1:55,1428285328,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Langenthal,Langenthal,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,117,FALSE,TRUE,FALSE,❤.,527193b8170ba04a52425ac7,,FALSE
F,21,Nadiia,9,19018,757,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,25/04/2015 18:14,1429985679,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Solothurn,Solothurn,,,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,102,FALSE,TRUE,FALSE,Alcohol kills & Cannabis chills ♡      //  instagramm -> naadiia93,527257e0160ba0bc0e260876,54b5a63f066ea19b4e8b46ae,FALSE
F,19,hanni1234,9,10165,169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,08/04/2015 7:26,1428477986,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Freiburg im Breisgau (Baden-Württemberg),Pfaffenweiler,,,0.3499999940395355,FALSE,FALSE,FALSE,FALSE,FALSE,179,FALSE,TRUE,FALSE,:),5272b810c66da1ec558bc964,54fcba64066ea108148b4588,FALSE
F,22,Khaleesi,5,14885,290,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25/04/2015 10:53,1429959234,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Ehingen (Donau),Maulburg,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,152,FALSE,TRUE,FALSE,einfach glücklich:),52741b4f180ba040543a1164,5537d809c76da19c0c8b4c3f,FALSE
F,19,nina,4,19957,530,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,25/04/2015 8:43,1429951425,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Zürich,Schleinikon,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,172,FALSE,TRUE,FALSE,:D,527616cc1b0ba0283bf119b0,53636c6dca6da1fa908b45eb,FALSE
F,19,Jane ♥,3,5021,199,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,07/04/2015 21:51,1428443487,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Luzern,Gettnau,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,122,FALSE,TRUE,FALSE,17 ned 19 ;),52764b23180ba07a52273952,5431c2d6c56da1a03b8b45a5,FALSE
F,20,Nele,5,36179,1484,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,19/04/2015 10:54,1429440854,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Freiburg im Breisgau,Sasbach am Kaiserstuhl,,,0.3100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,194,FALSE,TRUE,FALSE,Instagram: neleku,5277d9e51a0ba0193d4ccac4,54e62958e86da10c868b462e,FALSE
F,22,Lilou Meszaros,4,1025,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21/04/2015 16:05,1429632333,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Sainte-Croix-en-Plaine,Sainte-Croix-en-Plaine,,,0.7699999809265137,FALSE,FALSE,FALSE,FALSE,FALSE,174,FALSE,TRUE,FALSE,snap: wizzoftniall,52794df41b0ba02902c74ef9,55364b0beb6da18c1d8b4e85,FALSE
F,20,Delphine Cuillandre,3,1024,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26/04/2015 4:43,1430023383,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Saint-Dié-des-Vosges,Neufchâteau,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,215,FALSE,TRUE,FALSE,ne rend pas une fille amoureuse si tu ne compte pas l 'aimé,527b1970160ba09c0d6b18ea,547379f7c86da1ce8c8b4fc7,FALSE
F,20,adeline,3,19073,1120,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,07/04/2015 5:47,1428385624,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Lancy,Onex,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,54.900001525878906,FALSE,TRUE,FALSE,,527d44ef190ba03f52898f12,52a8b7ee1b0ba0f27a6008f6,FALSE
F,20,Giulia 🇮🇹,30,17525,703,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,26/04/2015 11:45,1430048703,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Lecce,Effretikon,,,0.5400000214576721,FALSE,FALSE,FALSE,FALSE,FALSE,185,FALSE,FALSE,TRUE,Instagram: Salentina001,527f69ba180ba0d207bf0ebe,551bca1fea6da18d9b8b4756,FALSE
F,21,Barbaraa,3,9889,719,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,26/04/2015 18:40,1430073601,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bern,Берн,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,76.80000305175781,FALSE,TRUE,TRUE,instagram: _barbara93 ✌🌼,528120611a0ba0bb4afbd7e4,529136d31a0ba084322edefc,FALSE
F,25,Sabii,19,10117,330,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,25/04/2015 14:31,1429972307,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Erstfeld,Erstfeld,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,157,FALSE,TRUE,FALSE,❤️VENI💜VIDI💙VICI🇮🇹,528122c4190ba03c530c3323,5539e371ec6da1dd508b4986,FALSE
F,22,Juliie,8,6840,335,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21/04/2015 10:24,1429611882,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Lausanne,Les Plattaires,,,0.8799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,7.300000190734863,FALSE,TRUE,FALSE,,52815402180ba06e14a3a805,54fda3e0086ea1267b8b457f,FALSE
F,22,Stéphy,7,6705,260,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,08/04/2015 14:10,1428502212,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dommartin,Villieu-Loyes-Mollon,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,126,FALSE,TRUE,FALSE,Mec pas sérieux s'abstenir !,52829850180ba0df111b34b4,54fb7b8b190ba0cf7a8b4c2c,FALSE
F,23,Queenie,11,4009,80,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,25/04/2015 22:51,1430002268,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Uster,Buchs,AG,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,145,FALSE,FALSE,FALSE,Dont pity the dead ! Pity the living ! Queenie Le,52829dba170ba0b87d4d4c5a,552944881c0ba0dd258b462c,FALSE
F,23,nadine,19,42567,2108,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,08/04/2015 11:24,1428492280,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,Glattbrugg,,,0.6200000047683716,FALSE,FALSE,FALSE,FALSE,FALSE,178,FALSE,TRUE,FALSE,,52834e8c1a0ba092431e93ef,528373e2140ba0aa45cb886b,FALSE
F,21,Alexane,13,7788,419,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,02/05/2015 13:43,1430574185,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Besançon,Mouthe,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,39.400001525878906,FALSE,FALSE,FALSE,"Staps, foot, call of, une vraie fille!",52836c5e1a0ba0e7431e9c46,5515373c150ba0d73e8b4fea,FALSE
F,19,Sarah,17,33453,1401,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,26/04/2015 10:04,1430042654,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Cham,Cham,,,0.3799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,156,FALSE,TRUE,FALSE,versuech dis glück 😉,52865f35140ba0081856ac31,54deaae10a6ea12a538b4914,FALSE
F,21,Franci Erdbeer,6,4847,197,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,25/04/2015 20:41,1429994482,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Waldkirch,Vörstetten,,,0.6499999761581421,FALSE,FALSE,FALSE,FALSE,FALSE,196,FALSE,TRUE,FALSE,ich will einfach nur Freundschaft an alle Typen keine Beziehung,52869824180ba04c0cb8fd20,550338b4c96da12e058b46bd,FALSE
F,21,Jasmina,21,11286,455,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26/04/2015 2:44,1430016254,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Lörrach,Lörrach,,,0.6499999761581421,FALSE,FALSE,FALSE,FALSE,FALSE,145,FALSE,TRUE,FALSE,Stay Strong,52891f6c140ba03d58e595b7,5450f6b51c0ba09c7e8b4e19,FALSE
F,23,Ra',3,15045,589,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,19/04/2015 4:15,1429416910,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bern,Kerzers,,,0.079999998,FALSE,FALSE,FALSE,FALSE,FALSE,66.19999694824219,FALSE,TRUE,FALSE,,52892eab1a0ba0e723fb49f4,54aae1a3190ba08c758b4973,FALSE
F,22,Macrabya,4,14460,426,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,26/04/2015 11:53,1430049239,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Aarau,Aarau,,,0.3100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,144,FALSE,FALSE,TRUE,Instagram : chocolateedition,528a05921b0ba0f13ea545c1,52e58c52190ba0e86c1451b9,FALSE
F,21,jojo,15,6676,340,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,08/04/2015 15:28,1428506901,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Embrun,Saint-Eusèbe-en-Champsaur,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,206,FALSE,TRUE,TRUE,tatouer piercer la femme presque parfaite,528a2044150ba041098161ff,537ee8ed140ba0a1198b752b,FALSE
F,19,Fanny,8,25862,1911,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,26/04/2015 12:00,1430049635,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Fillinges,Annemasse,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,TRUE,FALSE,"La douleur es temporaire, l'abandon définitif.",528a3002160ba0e502b7000f,5505bfe70a6ea1510f8b4a97,FALSE
F,19,Batman,3,10162,372,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25/04/2015 16:43,1429980206,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Langnau im Emmental,Langnau im Emmental,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,99.09999847,FALSE,TRUE,FALSE,<3 Longboard<3 musig<3 Party <3 Kollege<3,528b523d140ba049531b8938,5473a11ccc6da10d818b45b4,FALSE
F,22,Römi9,5,2202,86,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,06/04/2015 13:32,1428327127,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Ins,Nidau,,,0.6200000047683716,FALSE,FALSE,FALSE,FALSE,FALSE,80.80000305175781,FALSE,FALSE,FALSE,,528cc32e160ba0110f4ffeda,54aed29a1c0ba0b6348b4873,FALSE
F,24,Yalanchi,7,6728,391,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,03/05/2015 9:23,1430644995,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Geneva,Geneva,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,*Anything could happen*,528db742190ba0a96dbbd7a5,553918560c6ea1d35d8b472f,FALSE
F,20,carmensmiles,13,5163,81,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,06/04/2015 11:30,1428319851,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Freiburg im Breisgau,Seelbach,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,222,FALSE,TRUE,FALSE,wer ist heute noch ehrlich treu? :/ alles nur noch lügen...,528dfacd160ba0b60b5c2c4e,5416655f1a0ba0ed518b48f5,FALSE
F,23,Mely,2,8732,306,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,22/04/2015 10:16,1429697795,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Basel,Basel,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,136,FALSE,TRUE,TRUE,...,5291cc92190ba0850703bf60,5291cd44180ba0717bd82f6f,FALSE
F,21,omg_xD_,6,4232,59,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,26/04/2015 11:24,1430047498,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Berne (Schweiz),Signau,,,0.6200000047683716,FALSE,FALSE,FALSE,FALSE,FALSE,93.19999694824219,FALSE,TRUE,TRUE,Froue wo nid zrüggschribe gäute aus arrogant. wi bezeichnet me de d Manne?!,5291d6edc66da111388997f7,552a94ba096ea155568b459d,FALSE
F,20,Simone,4,4175,72,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,06/04/2015 19:53,1428350027,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rüfenacht,Muri bei Bern,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,81,FALSE,TRUE,FALSE,Life is precious,52924b92150ba06e742d3642,54df6923c76da19f198b4691,FALSE
F,19,Anais,9,12543,991,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,26/04/2015 12:16,1430050580,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Divonne-les-Bains,Divonne-les-Bains,,,0.5799999833106995,FALSE,FALSE,FALSE,FALSE,FALSE,42,FALSE,FALSE,FALSE,"French girl, i also speaks english and italian !",5294e3ab1a0ba0dd0a606883,531cb65acb6da1329f8b5452,FALSE
F,20,bellaaa,4,12113,476,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,08/04/2015 15:06,1428505591,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Küssnacht am Rigi,Hünenberg See,,,0.3100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,156,FALSE,FALSE,TRUE,be different ☆ l eifach schriebe,5294e447170ba0d534f65c78,54f5b4d6c96da1ff678b4696,FALSE
F,24,Noémie,2,584,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,07/04/2015 10:03,1428400992,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Grandfresnoy,Saint-Julien-en-Genevois,,,0.8799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,60.599998474121094,FALSE,FALSE,FALSE,,5295191e1b0ba0ba39fb7f2c,5295192f160ba0825cbaf5c1,FALSE
F,23,j'adore,7,8178,208,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,06/04/2015 23:54,1428364474,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Buchs,Buchs,,,0.5799999833106995,FALSE,FALSE,FALSE,FALSE,FALSE,146,FALSE,TRUE,FALSE,,529690a8180ba02e7449132c,55036d15ca6da184468b4bc8,FALSE
F,25,Carla Müller,1,3381,100,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,25/04/2015 22:11,1429999915,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Luzern,Ballwil,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,:),5296e1ce180ba0b0165aa028,54e4dd4b190ba0d8438b48d9,FALSE
F,25,edä,1,3941,131,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,08/04/2015 9:41,1428486065,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bern,Bern,,,0.5400000214576721,FALSE,FALSE,FALSE,FALSE,FALSE,80,FALSE,TRUE,FALSE,,529b793d190ba0c52535699a,529b7996160ba0e553594980,FALSE
F,21,jolie,0,13355,458,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,07/04/2015 17:43,1428428589,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Ottiswil,Ottiswil,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,83.30000305175781,FALSE,FALSE,FALSE,❤️Reisä❤️,529b7b44180ba0124b41db76,,FALSE
F,21,Neugierig,4,14019,664,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,19/04/2015 10:10,1429438243,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bern,Bern,,,0.5799999833106995,FALSE,FALSE,FALSE,FALSE,FALSE,77.5,FALSE,TRUE,FALSE,🐺🍻,529c7a64170ba00912bd0e61,552017480a6ea12a948b4b3c,FALSE
F,20,Joana,23,12981,412,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,06/04/2015 14:20,1428330034,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Genève,Tannay,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,42,FALSE,TRUE,FALSE,💋💋,529cf99f140ba03b0dbffddf,54ecfe7f150ba0f06a8b4e25,FALSE
F,24,Angie,1,7915,116,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,06/04/2015 15:56,1428335792,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Wiesbaden,Wiesbaden,,,0.8799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,413,FALSE,TRUE,TRUE,,529d13a3170ba02e03f5304a,53304370190ba0130b8b5b96,FALSE
F,24,diana,5,1859,65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,06/04/2015 15:55,1428335739,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Elsdorf,Elsdorf,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,491,FALSE,TRUE,FALSE,,529e30edc86da1380d87e248,52da4bc2c86da1562e0bd7f4,FALSE
F,23,Luana,26,17117,415,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,24/04/2015 13:52,1429883558,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Zug,Zürich,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,171,FALSE,TRUE,FALSE,mäld dech doch mal bisse ned :*,529f0bce1a0ba0374929ecc6,552e465f076ea1f8408b46cf,FALSE
F,20,charline,2,917,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,08/04/2015 11:08,1428491293,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Valentigney,Montbéliard,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,111,FALSE,TRUE,FALSE,venez faire ma connaissance =) !,529fbee2150ba06605190878,54d94fd1e56da1df788b4587,FALSE
F,21,morane,7,1134,41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,08/04/2015 15:04,1428505449,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Rumilly,Rumilly,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,90.69999694824219,FALSE,TRUE,TRUE,je suis une personne timide mais qui est prète a fairz de nouvelle rencontre,52a0760c160ba0b213d6dea9,5520fe0cc56da13f118b472a,FALSE
F,22,Renata,6,9855,397,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,27/04/2015 19:30,1430163050,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Eschenbach,Ottenbach,,,0.7300000190734863,FALSE,FALSE,FALSE,FALSE,FALSE,339,FALSE,TRUE,TRUE,,52a0ff741b0ba067505460d0,52a1007a190ba08a0c9b5dba,FALSE
F,19,Sumadinka,6,5729,318,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,26/04/2015 9:38,1430041125,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Zürich,Zürich,,,0.6200000047683716,FALSE,FALSE,FALSE,FALSE,FALSE,174,FALSE,TRUE,FALSE,Ehrlich Aber Gefährlich 💎..,52a480921a0ba0963da70a73,552696260a6ea15f628b470b,FALSE
F,19,AliiSOn,3,6836,178,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,26/04/2015 11:31,1430047895,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Moirans-en-Montagne,Moirans-en-Montagne,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,70.40000153,FALSE,TRUE,TRUE,,52aafd98190ba0eb24fac598,54bee7d4170ba004138b4871,FALSE
F,21,kim,1,513,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,07/04/2015 17:11,1428426716,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Lyssach,Köniz,,,0.8799999952316284,FALSE,FALSE,FALSE,FALSE,FALSE,70,FALSE,TRUE,FALSE,spontani sach:),52ab9f071b0ba03521a89a87,52ab9fb9140ba0ab198c48e4,FALSE
F,20,Delphine,2,1336,53,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,14/04/2015 22:37,1429051046,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Vesoul,Vesoul,,,0.7300000190734863,FALSE,FALSE,FALSE,FALSE,FALSE,127,FALSE,FALSE,FALSE,Bonjour/bonsoir à tous !,52ac3a7a180ba09c64f448b3,537ba5d8160ba0e53e8b952d,FALSE
F,21,ѕᴍᴘʀғᴅʟѕ💙,1,10339,236,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,26/04/2015 3:46,1430019965,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Lörrach,Bad Bellingen,,,0.8100000023841858,FALSE,FALSE,FALSE,FALSE,FALSE,152,FALSE,TRUE,FALSE,Iᴄʜ ʜᴏғғᴇ Kᴀʀᴍᴀ sᴄʜʟᴀ̈ɢᴛ ᴅɪʀ ɪɴs Gᴇsɪᴄʜᴛ﹐ ʙᴇᴠᴏʀ ɪᴄʜ ᴇs ᴛᴜᴇ.👋,52acc7d0140ba0f41710783c,55353e40c86da103738b4cc3,FALSE
F,19,crazy_metallady,6,7183,144,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,08/04/2015 12:31,1428496316,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Steinhausen,Root,,,0.8500000238418579,FALSE,FALSE,FALSE,FALSE,FALSE,148,FALSE,TRUE,FALSE,eifach ashriebe ech bisse ned;),52adb99c150ba01e4576b1e4,53da03a0160ba0df098b5f17,FALSE
F,22,YasiihHasiih,9,11288,497,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,08/04/2015 13:14,1428498840,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Berikon,Aarau,,,0.9599999785423279,FALSE,FALSE,FALSE,FALSE,FALSE,144,FALSE,TRUE,FALSE,ɬｻєʂє ｻơєʂ aⅰи'ɬ ﾚơყaﾚ.💀🍸,52af1ad4150ba0d561e4d2c0,54c0e7e1ca6da18a178b4d81,FALSE
F,20,Büüm!,5,30989,672,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,08/04/2015 12:04,1428494654,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Basel,Basel,,,0.23000000417232513,FALSE,FALSE,FALSE,FALSE,FALSE,135,FALSE,TRUE,FALSE,I LOVE ME !! & wer e problem demit het de kas bhaalte;)),52af1fc2c46da18d7cc5a63e,52af20dcc66da1d64dae6dcb,FALSE
F,21,Daniela,12,1267,79,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19/04/2015 11:51,1429444268,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Schwäbisch Hall,Stuttgart,,,1,FALSE,FALSE,FALSE,FALSE,FALSE,308,FALSE,TRUE,TRUE,"women love taking showers in boiling hot water, cause it reminds them of hell 😈",52b0cf7e1b0ba0847ecee926,5532b55bca6da1938d8b4e4e,FALSE
F,25,Tinka,5,19684,929,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,06/04/2015 15:57,1428335834,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Stuttgart,Stuttgart,,,0.9200000166893005,FALSE,FALSE,FALSE,FALSE,FALSE,315,FALSE,TRUE,TRUE,✌☺,52b354a31a0ba0087a4a1492,550e9ebec66da165278b4952,FALSE
F,19,Julyie 🌸,4,9263,632,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,08/04/2015 12:06,1428494800,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Mâcon,Mâcon,,,0.6899999976158142,FALSE,FALSE,FALSE,FALSE,FALSE,141,FALSE,TRUE,FALSE,Profite a fond de chaque moment. On sais pas ce que la vie nous réserve demain ..,52b3ffc0190ba0f12979c06a,5524089c0b6ea16b368b4b42,FALSE
